_JOB ID_,Job ID,_JOB ID_,_JOB TITLE_,Job Title,_JOB TITLE_,_COMPANY_,Organization,_COMPANY_,_CITY_,City,_CITY_,_DEADLINE_,Application Deadline,_DEADLINE_,_SUBMISSION DATE_,Application Submitted On,_SUBMISSION DATE_,_DESCRIPTION_,Description,_DESCRIPTION_,~
_JOB ID_,1,_JOB ID_,_JOB TITLE_,Software Developer,_JOB TITLE_,_COMPANY_,XYZ Inc.,_COMPANY_,_CITY_,Toronto,_CITY_,_DEADLINE_,"January 15th, 2020",_DEADLINE_,_SUBMISSION DATE_,"January 10th, 2020",_SUBMISSION DATE_,_DESCRIPTION_,"Enter your job description in this box here. It doesn't matter what you put here as long as it's some sort of text.

I can even add text on newlines with no problem.

Or what about bullet points:
• No problem!
• HTML
• CSS
• C++
• Excel
• UI Design
• Statistics

And don't worry about upper or lower case either. Or weirdly formatted text. The parser can handle it all.

HTML, html, HtMl, H/T//mL is all the same!
",_DESCRIPTION_,~
_JOB ID_,,_JOB ID_,_JOB TITLE_,,_JOB TITLE_,_COMPANY_,,_COMPANY_,_CITY_,,_CITY_,_DEADLINE_,,_DEADLINE_,_SUBMISSION DATE_,,_SUBMISSION DATE_,_DESCRIPTION_,,_DESCRIPTION_,~
_JOB ID_,,_JOB ID_,_JOB TITLE_,,_JOB TITLE_,_COMPANY_,,_COMPANY_,_CITY_,,_CITY_,_DEADLINE_,,_DEADLINE_,_SUBMISSION DATE_,,_SUBMISSION DATE_,_DESCRIPTION_,,_DESCRIPTION_,~
_JOB ID_,,_JOB ID_,_JOB TITLE_,,_JOB TITLE_,_COMPANY_,,_COMPANY_,_CITY_,,_CITY_,_DEADLINE_,,_DEADLINE_,_SUBMISSION DATE_,,_SUBMISSION DATE_,_DESCRIPTION_,,_DESCRIPTION_,~
_JOB ID_,,_JOB ID_,_JOB TITLE_,,_JOB TITLE_,_COMPANY_,,_COMPANY_,_CITY_,,_CITY_,_DEADLINE_,,_DEADLINE_,_SUBMISSION DATE_,,_SUBMISSION DATE_,_DESCRIPTION_,,_DESCRIPTION_,~
_JOB ID_,,_JOB ID_,_JOB TITLE_,,_JOB TITLE_,_COMPANY_,,_COMPANY_,_CITY_,,_CITY_,_DEADLINE_,,_DEADLINE_,_SUBMISSION DATE_,,_SUBMISSION DATE_,_DESCRIPTION_,,_DESCRIPTION_,~
_JOB ID_,,_JOB ID_,_JOB TITLE_,,_JOB TITLE_,_COMPANY_,,_COMPANY_,_CITY_,,_CITY_,_DEADLINE_,,_DEADLINE_,_SUBMISSION DATE_,,_SUBMISSION DATE_,_DESCRIPTION_,,_DESCRIPTION_,~
_JOB ID_,,_JOB ID_,_JOB TITLE_,,_JOB TITLE_,_COMPANY_,,_COMPANY_,_CITY_,,_CITY_,_DEADLINE_,,_DEADLINE_,_SUBMISSION DATE_,,_SUBMISSION DATE_,_DESCRIPTION_,,_DESCRIPTION_,~
_JOB ID_,,_JOB ID_,_JOB TITLE_,,_JOB TITLE_,_COMPANY_,,_COMPANY_,_CITY_,,_CITY_,_DEADLINE_,,_DEADLINE_,_SUBMISSION DATE_,,_SUBMISSION DATE_,_DESCRIPTION_,,_DESCRIPTION_,~
